-0.148172406,0.250090903,-0.342673414,-0.13358424,-0.176167304
-0.363129787,0.235100433,-0.356635286,0.168511614,2.00364E-05
0.460368736,0.368218163,-0.126855191,-0.312661246,0.016520811
-0.171741009,-0.378046047,-0.075263608,-0.415719314,0.288951533
0.025957097,-0.091169493,-0.409687314,-0.301125613,0.268213344
-0.093276189,-0.073263892,0.51656168,0.390461157,0.118044053
0.758925356,1.04965747,0.190518487,0.102786092,-0.060869608
-0.351156631,-0.273855971,-0.050310216,-0.01334101,0.442478068
0.476227629,0.251443942,0.064015157,-0.118428868,0.043360061
0.181565513,-0.353974783,-0.183687488,-0.057525892,-0.139340591
1.069837995,-0.064869743,0.81442531,0.331613686,0.479899574
-0.011874529,-0.545757828,0.110515795,0.444139538,0.299004063
-0.378605039,-0.331074856,-0.353695717,-0.282963113,0.045628111
-0.097545048,0.519619536,0.14215835,0.047575244,0.075720352
0.01081545,-0.053671258,-0.167284115,-0.343272933,0.077209649
-0.316237852,0.045358706,-0.234987997,-0.119641884,-0.265871995
0.684025417,-0.110320251,-0.1622943,-0.013640308,-0.19376513
0.605504951,0.873024581,-0.435923868,0.277700555,0.045609462
0.502087744,0.112789329,-0.339856048,-0.405976984,-0.24615091
-0.155613762,0.165614493,0.60656544,0.820872429,0.291064022
0.501400769,0.355839141,0.309870171,0.095387055,-0.241186684
-0.358095451,-0.09039669,0.033011393,-0.069416776,-0.254828848
0.396548399,-0.405165601,-0.399331183,-0.059941768,-0.299554708
-0.450642991,-0.236602866,-0.241275395,-0.048411763,-0.247748596
